costo,nombre,precio_venta,referencia_interna,unidad_medida,categoria_producto,archivo_imagen,imagen_url
452.18,4 BTNS IP VIDO PRTR,550.0,HK-DS-KV8413-WME1,Unidades,VIDEO PORTERO,HK-DS-KV8413-WME1.jpg,http://localhost:3000/uploads/HK-DS-KV8413-WME1.jpg
300.0,4 X 22 GENESIS CABLE INCENDIO  FPLR  300M CERTIFICACION UL,430.0,GENFPLR4X22,Unidades,INCENDIO,GENFPLR4X22.jpg,http://localhost:3000/uploads/GENFPLR4X22.jpg
1137.26,42U GAB MET DE PISO C/PUERTA  2000X600X1000,1878.0,ST-AEL-TV-42U-1000,Unidades,NETWORKING,ST-AEL-TV-42U-1000.jpg,http://localhost:3000/uploads/ST-AEL-TV-42U-1000.jpg
4845.0,450/100-Tr MPPT RS SMARTSOLAR,6299.0,MPPT 450/100,Unidades,CONTROLADORES,MPPT_450_100.jpg,http://localhost:3000/uploads/MPPT_450_100.jpg
377.6,460W 24V PANEL SOLAR MONOFACIAL AE SOLAR 35.60V 12.92A,600.0,AE460MD-120,Unidades,PANELES,AE460MD-120.jpg,http://localhost:3000/uploads/AE460MD-120.jpg
0.0,48/10000 MULTIPLUS II - VICTRON ENERGY,11400.0,,Unidades,INVERSORES DE RED,48_10000_MULTIPLUS_II_-_VICTRON_ENERGY.jpg,http://localhost:3000/uploads/48_10000_MULTIPLUS_II_-_VICTRON_ENERGY.jpg
1040.0,48/1200 INVERSOR,1600.0,48/1200 230V,Unidades,INVERSORES,48_1200_230V.jpg,http://localhost:3000/uploads/48_1200_230V.jpg
2892.0,48/1200 MULTIPLUS,3326.0,48 / 1200 230V,Unidades,INVERSORES,48_1200_230V_2.jpg,http://localhost:3000/uploads/48_1200_230V_2.jpg
0.0,48/15000 MULTIPLUS II - VICTRON ENERGY,10000.0,,Unidades,INVERSORES DE RED,48_15000_MULTIPLUS_II_-_VICTRON_ENERGY.jpg,http://localhost:3000/uploads/48_15000_MULTIPLUS_II_-_VICTRON_ENERGY.jpg
4214.0,48/1600 INVERSOR DE RED,4846.0,48 / 1600 230V,Unidades,INVERSORES DE RED,48_1600_230V.jpg,http://localhost:3000/uploads/48_1600_230V.jpg
2360.0,48/3000 II MULTIPLUSS  VICTRONENERGY  48/3000/35-32 230V,3500.0,,Unidades,INVERSORES HIBRIDOS,48_3000_II_MULTIPLUSS_VICTRONENERGY_48_3000_35-32_230V.jpg,http://localhost:3000/uploads/48_3000_II_MULTIPLUSS_VICTRONENERGY_48_3000_35-32_230V.jpg
4193.0,48/3000 MULTIPLUS,4822.0,48 / 3000 230V,Unidades,INVERSORES HIBRIDOS,48_3000_230V.jpg,http://localhost:3000/uploads/48_3000_230V.jpg
488.0,48/375 INVERSOR,684.0,48 / 375 230V,Unidades,INVERSORES,48_375_230V.jpg,http://localhost:3000/uploads/48_375_230V.jpg
2500.0,48/50 BATERIA DE LITIO ZTT,3500.0,,Unidades,BATERIAS,48_50_BATERIA_DE_LITIO_ZTT.jpg,http://localhost:3000/uploads/48_50_BATERIA_DE_LITIO_ZTT.jpg
620.0,48/500 INVERSOR,860.0,48/500 230V,Unidades,INVERSORES,48_500_230V.jpg,http://localhost:3000/uploads/48_500_230V.jpg
3260.0,48/5000  MULTIPLUS II /70-50 230V,4500.0,48 / 5000 230V,Unidades,INVERSORES HIBRIDOS,48_5000_230V.jpg,http://localhost:3000/uploads/48_5000_230V.jpg
4500.0,48/6500w,5500.0,,Unidades,INVERSORES HIBRIDOS,48_6500w.jpg,http://localhost:3000/uploads/48_6500w.jpg
0.0,48V  150AH BATERIA LITIO LIFE POE FELICITY,6000.0,ESM-48150B1,Unidades,BATERIAS,ESM-48150B1.jpg,http://localhost:3000/uploads/ESM-48150B1.jpg
3445.6,48V 100AH 5.12KWH BATERIA DE LITIO LiFePO4 CLASE A GOSPOWER,4270.0,GPLB-48100M,Unidades,BATERIAS,GPLB-48100M.jpg,http://localhost:3000/uploads/GPLB-48100M.jpg
0.0,48V 100AH BATERIA LITTIO HUAWEI,5000.0,ESM-48150B1,Unidades,BATERIAS,ESM-48150B1_2.jpg,http://localhost:3000/uploads/ESM-48150B1_2.jpg
3100.0,48V 12000W  INVERSOR HIBRIDO GOSPOWER,5060.0,GPEO12KL1,Unidades,INVERSORES HIBRIDOS,GPEO12KL1.jpg,http://localhost:3000/uploads/GPEO12KL1.jpg
4760.0,48V 2000VA INVERSOR DE RED,5474.0,48 / 2000,Unidades,INVERSORES DE RED,48_2000.jpg,http://localhost:3000/uploads/48_2000.jpg
5904.900000000001,48V 200AH BATERIA DE LITIO 10.24KWH GOSPOWER,6400.0,GPLB-48200W,Unidades,BATERIAS,GPLB-48200W.jpg,http://localhost:3000/uploads/GPLB-48200W.jpg
108.0,48V 20A PWN REGULADOR,200.0,48V-20A,Unidades,CONTROLADORES,48V-20A.jpg,http://localhost:3000/uploads/48V-20A.jpg
2803.0,48V 3000 MULTIPLUS-II,3364.0,48 / 3000 230V,Unidades,INVERSORES DE RED,48_3000_230V_2.jpg,http://localhost:3000/uploads/48_3000_230V_2.jpg
5687.62,48V 300AH BATERIA DE LITIO 15.36KWH GOSPOWER,7250.0,GPLB-48300W,Unidades,BATERIAS,GPLB-48300W.jpg,http://localhost:3000/uploads/GPLB-48300W.jpg
4013.0,48V 5000 MULTIPLUS-II,4816.0,48 / 5000 230V,Unidades,INVERSORES DE RED,48_5000_230V_2.jpg,http://localhost:3000/uploads/48_5000_230V_2.jpg
1305.0,48V 6000VA / 6000W INVERSOR GOSPOWER,2110.0,GPEO6KL1,Unidades,INVERSORES HIBRIDOS,GPEO6KL1.jpg,http://localhost:3000/uploads/GPEO6KL1.jpg
8142.0,48V-100Ah BATRA LITIO US5000 PYLNTCH,10585.0,48V-100Ah 4.8kWh,Unidades,BATERIAS,48V-100Ah_4.8kWh.jpg,http://localhost:3000/uploads/48V-100Ah_4.8kWh.jpg
1147.0,48V-50Ah BTRA LITIO US2000C PYLNTCH,5847.0,48V-50Ah  2.4kWh,Unidades,BATERIAS,48V-50Ah_2.4kWh.jpg,http://localhost:3000/uploads/48V-50Ah_2.4kWh.jpg
6241.0,48V-74Ah  BTRA LITIO US3000C PYLNTCH,8113.0,48V-74Ah 3.5kWh,Unidades,BATERIAS,48V-74Ah_3.5kWh.jpg,http://localhost:3000/uploads/48V-74Ah_3.5kWh.jpg
13716.0,48_10000 Quattro,19202.0,10000VA 48V,Unidades,INVERSORES DE RED,10000VA_48V.jpg,http://localhost:3000/uploads/10000VA_48V.jpg
0.0,4KW IVS HIBRIDO TST,4924.32,AH4M-2,Unidades,INVERSORES HIBRIDOS,AH4M-2.jpg,http://localhost:3000/uploads/AH4M-2.jpg
173.0,4MP CAMARA IP DAHUA,279.0,,Unidades,CAMARAS IP/ANALOGAS DAHUA,4MP_CAMARA_IP_DAHUA.jpg,http://localhost:3000/uploads/4MP_CAMARA_IP_DAHUA.jpg
523.44,4TB DISCO DURO PURPLE WD,620.0,SE-HDD4TB,Unidades,HDD,SE-HDD4TB.jpg,http://localhost:3000/uploads/SE-HDD4TB.jpg
690.0,4X 18 GENESIS CABLE INCENDIO  FPLR  300M CERTIFICACION UL,860.0,,Unidades,INCENDIO,4X_18_GENESIS_CABLE_INCENDIO_FPLR_300M_CERTIFICACION_UL.jpg,http://localhost:3000/uploads/4X_18_GENESIS_CABLE_INCENDIO_FPLR_300M_CERTIFICACION_UL.jpg
6.640000000000001,4mm² CABLE DE PANEL X 1 METRO - NEGRO Y ROJO,11.0,,Unidades,CABLES PARA PANEL SOLAR,4mm_CABLE_DE_PANEL_X_1_METRO_-_NEGRO_Y_ROJO.jpg,http://localhost:3000/uploads/4mm_CABLE_DE_PANEL_X_1_METRO_-_NEGRO_Y_ROJO.jpg
0.0,50 mm²x 1M CABLE DE BATERIA (ROJO),60.0,,m,CABLES,50_mm_x_1M_CABLE_DE_BATERIA_ROJO_.jpg,http://localhost:3000/uploads/50_mm_x_1M_CABLE_DE_BATERIA_ROJO_.jpg
0.0,50mm² x 1M CABLE DE BATERIA (NEGRO),60.0,,Unidades,CABLES,50mm_x_1M_CABLE_DE_BATERIA_NEGRO_.jpg,http://localhost:3000/uploads/50mm_x_1M_CABLE_DE_BATERIA_NEGRO_.jpg
436.6,550W 24V PANEL SOLAR MONOCRISTALINO AE SOLAR 42.57V 12.92A,650.0,AE550MD-144,Unidades,PANELES,AE550MD-144.jpg,http://localhost:3000/uploads/AE550MD-144.jpg
408.28,585W 24V PANEL SOLAR BIFACIAL ECO GREEN 44.78V 13.11A,650.0,EGE585W144N,Unidades,PANELES,EGE585W144N.jpg,http://localhost:3000/uploads/EGE585W144N.jpg
3284.35,5K INVERSOR DE RED GROWATT,4598.0,5000TL-X,Unidades,INVERSORES DE RED,5000TL-X.jpg,http://localhost:3000/uploads/5000TL-X.jpg
2419.0,5KW - FOXESS - MICROINVERSOR SOLAR MONOFASICO F-5000,2750.0,,Unidades,MICROINVERSOR,5KW_-_FOXESS_-_MICROINVERSOR_SOLAR_MONOFASICO_F-5000.jpg,http://localhost:3000/uploads/5KW_-_FOXESS_-_MICROINVERSOR_SOLAR_MONOFASICO_F-5000.jpg
0.0,5KW - FOXESS - MICROINVERSOR SOLAR MONOFASICOS - F-5000,1.0,,Unidades,ALARMA RISCO,5KW_-_FOXESS_-_MICROINVERSOR_SOLAR_MONOFASICOS_-_F-5000.jpg,http://localhost:3000/uploads/5KW_-_FOXESS_-_MICROINVERSOR_SOLAR_MONOFASICOS_-_F-5000.jpg
3318.8,5KW FOXESS MICROINVERSOR SOLAR TRIFASICO - 5000-G3,3950.0,,Unidades,MICROINVERSOR,5KW_FOXESS_MICROINVERSOR_SOLAR_TRIFASICO_-_5000-G3.jpg,http://localhost:3000/uploads/5KW_FOXESS_MICROINVERSOR_SOLAR_TRIFASICO_-_5000-G3.jpg
0.0,5KW IVS HIBRIDO TST,5028.74,AH5M-2,Unidades,INVERSORES HIBRIDOS,AH5M-2.jpg,http://localhost:3000/uploads/AH5M-2.jpg
2211.42,5KW MONOFASICO GOODWE,3700.0,,Unidades,INVERSORES HIBRIDOS,5KW_MONOFASICO_GOODWE.jpg,http://localhost:3000/uploads/5KW_MONOFASICO_GOODWE.jpg
2900.0,6000W 48V MPPT MUSTSOLAR,2900.0,6000W 48V MPPT 60A,Unidades,INVERSORES HIBRIDOS,6000W_48V_MPPT_60A.jpg,http://localhost:3000/uploads/6000W_48V_MPPT_60A.jpg
131.0,600W 12 / 220V ONDA MODIFICADA SOLTRONIX,280.0,BS600M,Unidades,INVERSORES,BS600M.jpg,http://localhost:3000/uploads/BS600M.jpg
431.88,615W PANEL SOLAR BIFACIAL OSDA 39.77V 15.34A,700.0,,Unidades,PANELES,615W_PANEL_SOLAR_BIFACIAL_OSDA_39.77V_15.34A.jpg,http://localhost:3000/uploads/615W_PANEL_SOLAR_BIFACIAL_OSDA_39.77V_15.34A.jpg
750.0,615W PANEL SOLAR MONOFACIAL TRINA SOLAR 41.18V 14.69A,700.0,,Unidades,PANELES,615W_PANEL_SOLAR_MONOFACIAL_TRINA_SOLAR_41.18V_14.69A.jpg,http://localhost:3000/uploads/615W_PANEL_SOLAR_MONOFACIAL_TRINA_SOLAR_41.18V_14.69A.jpg
0.0,620W PANEL SOLAR BIFACIAL,650.0,,Unidades,PANELES,620W_PANEL_SOLAR_BIFACIAL.jpg,http://localhost:3000/uploads/620W_PANEL_SOLAR_BIFACIAL.jpg
450.0,650W PANEL SOLAR BIFACIAL,650.0,,Unidades,PANELES,650W_PANEL_SOLAR_BIFACIAL.jpg,http://localhost:3000/uploads/650W_PANEL_SOLAR_BIFACIAL.jpg
0.0,6KW IVS HIBRIDO TST,5269.41,AH6M-2,Unidades,INVERSORES HIBRIDOS,AH6M-2.jpg,http://localhost:3000/uploads/AH6M-2.jpg
769.88,6TB DISCO DURO PURPLE WD,1077.0,SE-HDD6TB,Unidades,HDD,SE-HDD6TB.jpg,http://localhost:3000/uploads/SE-HDD6TB.jpg
12.0,6mm² CABLE DE PANEL X 1 METRO - ROJO Y NEGRO,16.66,,m,CABLES PARA PANEL SOLAR,6mm_CABLE_DE_PANEL_X_1_METRO_-_ROJO_Y_NEGRO.jpg,http://localhost:3000/uploads/6mm_CABLE_DE_PANEL_X_1_METRO_-_ROJO_Y_NEGRO.jpg
3288.96,7KW MONOFASICO GOODWE,4300.0,GW7000-MS-30,Unidades,INVERSORES HIBRIDOS,GW7000-MS-30.jpg,http://localhost:3000/uploads/GW7000-MS-30.jpg
283.0,8 BTNS CNTRL DE PRTRA INTGRD,396.0,4500031,Unidades,INTERCOMUNICADORES,4500031.jpg,http://localhost:3000/uploads/4500031.jpg
900.0,8TB DISCO DURO PURPLE WD,1100.0,SE-HDD8TB,Unidades,HDD,SE-HDD8TB.jpg,http://localhost:3000/uploads/SE-HDD8TB.jpg
0.0,ABRAZADERA EXTERIOR,3.0,,Unidades,CABLES PARA PANEL SOLAR,ABRAZADERA_EXTERIOR.jpg,http://localhost:3000/uploads/ABRAZADERA_EXTERIOR.jpg
0.0,ABRAZADERA INTERMEDIA FALCAT,4.0,,Unidades,CABLES PARA PANEL SOLAR,ABRAZADERA_INTERMEDIA_FALCAT.jpg,http://localhost:3000/uploads/ABRAZADERA_INTERMEDIA_FALCAT.jpg
0.0,ALMACEMIENTO BATERIA T/ BESS,1.0,,Unidades,BATERIAS,ALMACEMIENTO_BATERIA_T_BESS.jpg,http://localhost:3000/uploads/ALMACEMIENTO_BATERIA_T_BESS.jpg
0.0,ANCLAJE DE ESTRUCRUTA PARA PANELES + SERVICIO DE INSTALACIÓN,200.0,,Unidades,REVISAR - NO SE PUEDE IDENTIFICAR SI ES SERVICIO,ANCLAJE_DE_ESTRUCRUTA_PARA_PANELES_SERVICIO_DE_INSTALACI_N.jpg,http://localhost:3000/uploads/ANCLAJE_DE_ESTRUCRUTA_PARA_PANELES_SERVICIO_DE_INSTALACI_N.jpg
0.0,ANTENAS NBE-M5-16,180.0,NBE-M5-16,Unidades,NETWORKING,NBE-M5-16.jpg,http://localhost:3000/uploads/NBE-M5-16.jpg
0.0,ARMADO DE TABLERO  FOTOVOLTAICO - GABINETE (INCLUYE MATERIALES),400.0,,Unidades,REVISAR - NO SE PUEDE IDENTIFICAR SI ES SERVICIO,ARMADO_DE_TABLERO_FOTOVOLTAICO_-_GABINETE_INCLUYE_MATERIALES.jpg,http://localhost:3000/uploads/ARMADO_DE_TABLERO_FOTOVOLTAICO_-_GABINETE_INCLUYE_MATERIALES.jpg
0.0,"ARMADO DE TABLERO COMPLETO VICTRON (llaves termicas, accesorios, materiales)",350.0,,Unidades,REVISAR - NO SE PUEDE IDENTIFICAR SI ES SERVICIO,ARMADO_DE_TABLERO_COMPLETO_VICTRON_llaves_termicas_accesorio.jpg,http://localhost:3000/uploads/ARMADO_DE_TABLERO_COMPLETO_VICTRON_llaves_termicas_accesorio.jpg
0.0,"AUTOTRANSFORMADOR TRIFASICO , POTENCIA 20 KVA ENTRADA DE VOLTAJE 380V/380V -60 HZ",6750.0,,Unidades,TRANSFORMADOR,AUTOTRANSFORMADOR_TRIFASICO_POTENCIA_20_KVA_ENTRADA_DE_VOLTA.jpg,http://localhost:3000/uploads/AUTOTRANSFORMADOR_TRIFASICO_POTENCIA_20_KVA_ENTRADA_DE_VOLTA.jpg
12000.0,"AUTOTRANSFORMADOR TRIFASICO 75KVA 440/460-380 VAC , CAJA METALICA REFRI AIRE",12500.0,,Unidades,ALARMA RISCO,AUTOTRANSFORMADOR_TRIFASICO_75KVA_440_460-380_VAC_CAJA_METAL.jpg,http://localhost:3000/uploads/AUTOTRANSFORMADOR_TRIFASICO_75KVA_440_460-380_VAC_CAJA_METAL.jpg
490.0,"AX HOME KIT ALARMA 4G 16 ZONAS. INC: PANEL, PIR, MAGN Y PULSADOR HK-DS-PA201PS-KIT-16WB",690.0,HK-DS-PA201PS-KIT-16WB,Unidades,ALARMA,HK-DS-PA201PS-KIT-16WB.jpg,http://localhost:3000/uploads/HK-DS-PA201PS-KIT-16WB.jpg
74.81,AX PRO MODULO DE RELEE,98.0,HK-DS-PM1-O1L-WB,Unidades,ALARMA,HK-DS-PM1-O1L-WB.jpg,http://localhost:3000/uploads/HK-DS-PM1-O1L-WB.jpg
250.0,AX PRO PIR INALAMBRICO CON CAMARA-HK-DS-PDPC12P-EG2-WB,320.0,HK-DS-PDPC12P-EG2-WB,Unidades,ALARMA,HK-DS-PDPC12P-EG2-WB.jpg,http://localhost:3000/uploads/HK-DS-PDPC12P-EG2-WB.jpg
0.0,Acrel DTSD1352-C Medidor de energía multifunción trifásico,1000.0,,Unidades,MICROINVERSOR,Acrel_DTSD1352-C_Medidor_de_energ_a_multifunci_n_trif_sico.jpg,http://localhost:3000/uploads/Acrel_DTSD1352-C_Medidor_de_energ_a_multifunci_n_trif_sico.jpg
0.0,BALUM PARA CAMARA,13.0,HK-DS-1H18S/E,Unidades,MATERIALES PARA INSTALACION,HK-DS-1H18S_E.jpg,http://localhost:3000/uploads/HK-DS-1H18S_E.jpg
18.0,BALUM RJ45 POE  A BNC Y ALIMENTACION,30.0,,Unidades,CAMARAS ANALOGAS,BALUM_RJ45_POE_A_BNC_Y_ALIMENTACION.jpg,http://localhost:3000/uploads/BALUM_RJ45_POE_A_BNC_Y_ALIMENTACION.jpg
75.0,BANDEJA DE 1 RU,95.0,,Unidades,NETWORKING,BANDEJA_DE_1_RU.jpg,http://localhost:3000/uploads/BANDEJA_DE_1_RU.jpg
1650.0,BARRERA PEATONAL BIDIREC|ACERO INOX SUS304|25 PERS X MIN HK-DS-K3G200LX-R/DM55,2500.0,,Unidades,ACC Y ASIST.,BARRERA_PEATONAL_BIDIREC_ACERO_INOX_SUS304_25_PERS_X_MIN_HK-.jpg,http://localhost:3000/uploads/BARRERA_PEATONAL_BIDIREC_ACERO_INOX_SUS304_25_PERS_X_MIN_HK-.jpg
9.5,BASE DE SONSOR DE HUMO INIM 2 HILOS,15.0,EB0010,Unidades,INCENDIO,EB0010.jpg,http://localhost:3000/uploads/EB0010.jpg
14600.0,BAT 48V/500AH LITHIUM BYD 25KWH (51.2V),16000.0,,Unidades,BATERIAS,BAT_48V_500AH_LITHIUM_BYD_25KWH_51.2V_.jpg,http://localhost:3000/uploads/BAT_48V_500AH_LITHIUM_BYD_25KWH_51.2V_.jpg
3080.0,BAT LITIO 48V 100A RITAR,4870.0,,Unidades,BATERIAS,BAT_LITIO_48V_100A_RITAR.jpg,http://localhost:3000/uploads/BAT_LITIO_48V_100A_RITAR.jpg
2200.0,BATERIA  LITIO 12V 200A,2600.0,,Unidades,BATERIAS,BATERIA_LITIO_12V_200A.jpg,http://localhost:3000/uploads/BATERIA_LITIO_12V_200A.jpg
490.0,BATERIA 12V 100AH  AGM SUNSHINE,700.0,,Unidades,BATERIAS,BATERIA_12V_100AH_AGM_SUNSHINE.jpg,http://localhost:3000/uploads/BATERIA_12V_100AH_AGM_SUNSHINE.jpg
525.0,BATERIA 12V 100AH OXFORD,700.0,,Unidades,BATERIAS,BATERIA_12V_100AH_OXFORD.jpg,http://localhost:3000/uploads/BATERIA_12V_100AH_OXFORD.jpg
880.0,BATERIA 12V 200AH GEL SUNSHINE,1280.0,,Unidades,BATERIAS,BATERIA_12V_200AH_GEL_SUNSHINE.jpg,http://localhost:3000/uploads/BATERIA_12V_200AH_GEL_SUNSHINE.jpg
1130.0,BATERIA 12V 250AH GEL CICLO PROFUNDO   INTIPOWER,1650.0,,Unidades,BATERIAS,BATERIA_12V_250AH_GEL_CICLO_PROFUNDO_INTIPOWER.jpg,http://localhost:3000/uploads/BATERIA_12V_250AH_GEL_CICLO_PROFUNDO_INTIPOWER.jpg
480.0,BATERIA 12V 85AH GEL  KIJO,580.0,,Unidades,BATERIAS,BATERIA_12V_85AH_GEL_KIJO.jpg,http://localhost:3000/uploads/BATERIA_12V_85AH_GEL_KIJO.jpg
0.0,BATERIA 12V/100AH SOLAR GEL BATTERY VOLTPOWER,870.0,,Unidades,BATERIAS,BATERIA_12V_100AH_SOLAR_GEL_BATTERY_VOLTPOWER.jpg,http://localhost:3000/uploads/BATERIA_12V_100AH_SOLAR_GEL_BATTERY_VOLTPOWER.jpg
0.0,BATERIA 12V/200AH SOLAR GEL BATTERY VOLTPOWER,1250.0,,Unidades,BATERIAS,BATERIA_12V_200AH_SOLAR_GEL_BATTERY_VOLTPOWER.jpg,http://localhost:3000/uploads/BATERIA_12V_200AH_SOLAR_GEL_BATTERY_VOLTPOWER.jpg
58000.0,BATERIA 1DE ALTO VOLTAJE 00 KW BESS SISTEMA DE ALMACENAMIENTO,85000.0,,Unidades,ALARMA RISCO,BATERIA_1DE_ALTO_VOLTAJE_00_KW_BESS_SISTEMA_DE_ALMACENAMIENT.jpg,http://localhost:3000/uploads/BATERIA_1DE_ALTO_VOLTAJE_00_KW_BESS_SISTEMA_DE_ALMACENAMIENT.jpg
1800.0,BATERIA 24V LITIO 150AH LI TIME,2400.0,,Unidades,BATERIAS,BATERIA_24V_LITIO_150AH_LI_TIME.jpg,http://localhost:3000/uploads/BATERIA_24V_LITIO_150AH_LI_TIME.jpg
0.0,BATERIA DE LITIO 24/200 GE-W5KWH-25.6V,5157.0,,Unidades,BATERIAS,BATERIA_DE_LITIO_24_200_GE-W5KWH-25.6V.jpg,http://localhost:3000/uploads/BATERIA_DE_LITIO_24_200_GE-W5KWH-25.6V.jpg
975.0,BATERIA INTIPOWER GEL CICLO PROFUNDO 12V-200AH,1350.0,,Unidades,BATERIAS,BATERIA_INTIPOWER_GEL_CICLO_PROFUNDO_12V-200AH.jpg,http://localhost:3000/uploads/BATERIA_INTIPOWER_GEL_CICLO_PROFUNDO_12V-200AH.jpg
0.0,BATERIA LITIO 12.8V 200AH G2 - RITAR  COMPATIBLE CON V.E.,2550.0,,Unidades,BATERIAS,BATERIA_LITIO_12.8V_200AH_G2_-_RITAR_COMPATIBLE_CON_V.E..jpg,http://localhost:3000/uploads/BATERIA_LITIO_12.8V_200AH_G2_-_RITAR_COMPATIBLE_CON_V.E..jpg
0.0,BATERIA LITIO 48V 100A RITAR,4500.0,,Unidades,ALARMA RISCO,BATERIA_LITIO_48V_100A_RITAR.jpg,http://localhost:3000/uploads/BATERIA_LITIO_48V_100A_RITAR.jpg
0.0,BATERIA LITIO 48V 100AH  SIN MARCA,4600.0,,Unidades,BATERIAS,BATERIA_LITIO_48V_100AH_SIN_MARCA.jpg,http://localhost:3000/uploads/BATERIA_LITIO_48V_100AH_SIN_MARCA.jpg
7500.0,BATERIA LITIO 48V 4.9KW L5000 TS,8500.0,TS-L5000,Unidades,BATERIAS,TS-L5000.jpg,http://localhost:3000/uploads/TS-L5000.jpg
1700.0,BATERIA LITIO CSBATTERY 12V 100AH,1600.0,,Unidades,BATERIAS,BATERIA_LITIO_CSBATTERY_12V_100AH.jpg,http://localhost:3000/uploads/BATERIA_LITIO_CSBATTERY_12V_100AH.jpg
5700.0,BATERIA LITIO HIGH VOLTAGE HV 100VDC 50AH,7400.0,,Unidades,ALARMA RISCO,BATERIA_LITIO_HIGH_VOLTAGE_HV_100VDC_50AH.jpg,http://localhost:3000/uploads/BATERIA_LITIO_HIGH_VOLTAGE_HV_100VDC_50AH.jpg
6405.0,BATERIA LITIO LCD 51.2V 280AH 15KWH RITAR MONTABLE,8200.0,,Unidades,BATERIAS,BATERIA_LITIO_LCD_51.2V_280AH_15KWH_RITAR_MONTABLE.jpg,http://localhost:3000/uploads/BATERIA_LITIO_LCD_51.2V_280AH_15KWH_RITAR_MONTABLE.jpg
3500.0,BATERIA LITTIO 100 AH 48V ZTE,4500.0,,Unidades,BATERIAS,BATERIA_LITTIO_100_AH_48V_ZTE.jpg,http://localhost:3000/uploads/BATERIA_LITTIO_100_AH_48V_ZTE.jpg
0.0,BATERIA LIVOLTEK LITIO 12/100,1300.0,,Unidades,ALARMA RISCO,BATERIA_LIVOLTEK_LITIO_12_100.jpg,http://localhost:3000/uploads/BATERIA_LIVOLTEK_LITIO_12_100.jpg
0.0,BATERIA LIVOLTEK LITIO 24/100,2100.0,,Unidades,BATERIAS,BATERIA_LIVOLTEK_LITIO_24_100.jpg,http://localhost:3000/uploads/BATERIA_LIVOLTEK_LITIO_24_100.jpg
0.0,BATERIA PYLONTECH 48/100 AH,4500.0,,Unidades,ALARMA RISCO,BATERIA_PYLONTECH_48_100_AH.jpg,http://localhost:3000/uploads/BATERIA_PYLONTECH_48_100_AH.jpg
0.0,BATERIA RITAR LITIO 24/200,4200.0,,Unidades,BATERIAS,BATERIA_RITAR_LITIO_24_200.jpg,http://localhost:3000/uploads/BATERIA_RITAR_LITIO_24_200.jpg
3250.0,BMS CONTROL CABECERA BATERIA HIGH VOLTAGE HV,4300.0,,Unidades,BATERIAS,BMS_CONTROL_CABECERA_BATERIA_HIGH_VOLTAGE_HV.jpg,http://localhost:3000/uploads/BMS_CONTROL_CABECERA_BATERIA_HIGH_VOLTAGE_HV.jpg
485.0,BMV 702  MONITOR BATERIA -Black,725.0,,Unidades,BATERIAS,BMV_702_MONITOR_BATERIA_-Black.jpg,http://localhost:3000/uploads/BMV_702_MONITOR_BATERIA_-Black.jpg
8500.0,BOMBA NASTEC 4HS - 2HP,7500.0,,Unidades,BOMBAS,BOMBA_NASTEC_4HS_-_2HP.jpg,http://localhost:3000/uploads/BOMBA_NASTEC_4HS_-_2HP.jpg
1450.0,BOMBA PUMP SHURFLO STANDARD 8000-443-136,1300.0,,Unidades,BOMBAS,BOMBA_PUMP_SHURFLO_STANDARD_8000-443-136.jpg,http://localhost:3000/uploads/BOMBA_PUMP_SHURFLO_STANDARD_8000-443-136.jpg
710.0,BOMBA SOLAR SUPERFICIAL  - 1HP - SOLAR  PUMO 750W SC-3SC95-72/750A - PLATA SANCI,1050.0,,Unidades,BOMBAS,BOMBA_SOLAR_SUPERFICIAL_-_1HP_-_SOLAR_PUMO_750W_SC-3SC95-72_.jpg,http://localhost:3000/uploads/BOMBA_SOLAR_SUPERFICIAL_-_1HP_-_SOLAR_PUMO_750W_SC-3SC95-72_.jpg
50.0,BORNERA BUS BAR PARA BATERIA,80.0,,Unidades,ALARMA RISCO,BORNERA_BUS_BAR_PARA_BATERIA.jpg,http://localhost:3000/uploads/BORNERA_BUS_BAR_PARA_BATERIA.jpg
22.0,BORNERA PARA RIEL DIN,38.0,,Unidades,MATERIALES,BORNERA_PARA_RIEL_DIN.jpg,http://localhost:3000/uploads/BORNERA_PARA_RIEL_DIN.jpg
0.0,BORNERA TIERRA VERDE  RIEL 16MM2,1.0,,Unidades,ALARMA RISCO,BORNERA_TIERRA_VERDE_RIEL_16MM2.jpg,http://localhost:3000/uploads/BORNERA_TIERRA_VERDE_RIEL_16MM2.jpg
10.0,BORNERA UNIVERSAL 25M2 GRIS TIPO TORNILLO,30.0,,Unidades,ELECTRICIDAD,BORNERA_UNIVERSAL_25M2_GRIS_TIPO_TORNILLO.jpg,http://localhost:3000/uploads/BORNERA_UNIVERSAL_25M2_GRIS_TIPO_TORNILLO.jpg
206.0,BRACKET CMPTBLE BTRA PYLNTCH US3000,268.0,US3000,Unidades,BATERIAS,US3000.jpg,http://localhost:3000/uploads/US3000.jpg
0.0,BSL BATERIA LITIO 48V/100 AH,4500.0,,Unidades,BATERIAS,BSL_BATERIA_LITIO_48V_100_AH.jpg,http://localhost:3000/uploads/BSL_BATERIA_LITIO_48V_100_AH.jpg
0.0,BULLET IP WIFI EXTERIOR 4MP,240.0,,Unidades,CAM INALAMBRICAS,BULLET_IP_WIFI_EXTERIOR_4MP.jpg,http://localhost:3000/uploads/BULLET_IP_WIFI_EXTERIOR_4MP.jpg
